Metric,Analysis,Test_Type,p_value,Effect_Size,Significance,Good_Metric_N,Good_Metric_MOCA_Mean,Good_Metric_MOCA_Std,Bad_Metric_N,Bad_Metric_MOCA_Mean,Bad_Metric_MOCA_Std,Good_Normal,Bad_Normal,Good_MOCA_N,Good_MOCA_Metric_Mean,Good_MOCA_Metric_Std,Bad_MOCA_N,Bad_MOCA_Metric_Mean,Bad_MOCA_Metric_Std
AutoregulationEfficiency_LF,MOCA_to_Metric,Mann-Whitney,0.057021655577646,0.2520776847560773,ns,,,,,,,False,False,49.0,0.2408362818811713,0.11155676645825677,8.0,0.27177796863668513,0.05488656193100023
WaveletCoherence_LF,MOCA_to_Metric,Mann-Whitney,0.34709708246246607,0.1245371551657898,ns,,,,,,,False,True,49.0,0.4108238429689947,0.2490187275625699,8.0,0.5065170945578886,0.3109642715779248
WaveletPhase_LF,MOCA_to_Metric,Mann-Whitney,0.9910123869116801,0.0014920248731798977,ns,,,,,,,False,True,49.0,-4.168399864700133,32.445182153663616,8.0,-5.051328155019136,29.329394396234743
PLV_LF,MOCA_to_Metric,Mann-Whitney,0.27082702630106104,0.1458522053268029,ns,,,,,,,False,True,49.0,0.28209600174391214,0.17515626672714257,8.0,0.3484810766493576,0.17205890341142185
PPC_LF,MOCA_to_Metric,Mann-Whitney,0.27082702630106104,0.1458522053268029,ns,,,,,,,False,False,49.0,0.109282454286111,0.12991592889303122,8.0,0.1470082871914013,0.14768063045075605
wPLI_LF,MOCA_to_Metric,Mann-Whitney,0.3354662615133438,0.12757391553575584,ns,,,,,,,False,True,49.0,0.3744873155850972,0.2750250231021825,8.0,0.4887705046453493,0.3168704588880913
BilateralEfficiency_Myogenic,MOCA_to_Metric,t-test,0.5436512786896588,0.23302699532771698,ns,,,,,,,True,True,49.0,0.4383462290095338,0.25334797651354796,8.0,0.4945364083444466,0.12931468365720813
COx_CI_Lower_Myogenic,MOCA_to_Metric,t-test,0.42087969673838344,0.30924166771618933,ns,,,,,,,True,True,49.0,-0.19213766440059574,0.16796410890565597,8.0,-0.24759521562979753,0.24338821649097292
COx_CI_Upper_Myogenic,MOCA_to_Metric,t-test,0.8017555735636175,0.09620517944043717,ns,,,,,,,True,True,49.0,0.2580384798586887,0.18502504542879092,8.0,0.2387882068432885,0.2825566939677095
COx_Stability_Myogenic,MOCA_to_Metric,Mann-Whitney,0.5985107085898721,0.07763458832781064,ns,,,,,,,False,True,38.0,0.9363976346102628,0.5298297921498605,8.0,0.8428310831429133,0.5503409404687577
CardiacCerebralCoupling_Myogenic,MOCA_to_Metric,Mann-Whitney,0.3356360260385028,0.15619062211312026,ns,,,,,,,False,True,32.0,76.71103016899032,191.17298917102457,6.0,82.84759866793702,103.71575391518655
COx_SingleHemisphere_Myogenic,MOCA_to_Metric,t-test,0.21060814689132365,0.4830153875821668,ns,,,,,,,True,True,49.0,0.2832408681330433,0.38153419244181574,8.0,0.10528337302886684,0.26144315101061477
COx_Window_SE_rSO2_Myogenic,MOCA_to_Metric,t-test,0.6162486821663258,0.19220145013442405,ns,,,,,,,True,True,49.0,0.026896153402969095,0.1603954945947032,8.0,-0.00744879096904592,0.2729002604214225
XCorr_MaxCorr_Myogenic,MOCA_to_Metric,Mann-Whitney,0.9730418593226001,0.004476051762355817,ns,,,,,,,True,False,49.0,0.2938732520059449,0.08603014578083684,8.0,0.31949846447740976,0.14278028377782478
XCorr_OptimalLag_Myogenic,MOCA_to_Metric,t-test,0.5229642795362508,0.26095661198104386,ns,,,,,,,True,True,46.0,2.8260869565217392,21.530654475087466,7.0,-2.5714285714285716,12.634043201566458
XCorr_Asymmetry_Myogenic,MOCA_to_Metric,Mann-Whitney,0.595854507727865,0.07024939728462393,ns,,,,,,,False,True,49.0,-0.000154158117659001,0.04414825542813319,8.0,0.010510034072746,0.021792930222141765
XCorr_Width_Myogenic,MOCA_to_Metric,t-test,0.4355799002180928,0.29949831923373993,ns,,,,,,,True,True,49.0,22.73469387755102,10.875767233863092,8.0,26.25,16.47292150339893
SE_Power_Myogenic,MOCA_to_Metric,Mann-Whitney,0.8835602488175655,0.019398767981681626,ns,,,,,,,False,False,49.0,1.8861720896517138,2.321904028331187,8.0,1.6396999569798862,1.6455104360830144
rSO2_Power_Myogenic,MOCA_to_Metric,Mann-Whitney,0.22368304843683076,0.1611681476162248,ns,,,,,,,False,True,49.0,0.062371653643299246,0.0961660734756414,8.0,0.13527578341379515,0.13326384198343177
PowerRatio_Myogenic,MOCA_to_Metric,Mann-Whitney,0.35897092883599113,0.12150302649895761,ns,,,,,,,False,False,49.0,58.993585380091496,71.24394595135036,8.0,39.62263901919701,58.74451949783213
SpectralCentroid_SE_Myogenic,MOCA_to_Metric,t-test,0.7063344653541265,0.14442511583386228,ns,,,,,,,True,True,49.0,0.09546575618897439,0.011050485159918957,8.0,0.09388815182395105,0.010008051223412934
SpectralCentroid_rSO2_Myogenic,MOCA_to_Metric,t-test,0.12929142121703135,0.5872440745609139,ns,,,,,,,True,True,49.0,0.08889524727796737,0.008912477947845918,8.0,0.08388143912401426,0.00529797857112073
Bandwidth_SE_Myogenic,MOCA_to_Metric,Mann-Whitney,0.7267392681353779,0.04628794193215917,ns,,,,,,,False,True,49.0,0.02312001805721166,0.0035918570878071886,8.0,0.022981708214949038,0.0038671401948205376
Bandwidth_rSO2_Myogenic,MOCA_to_Metric,t-test,0.19738339036512198,0.49756394751158467,ns,,,,,,,True,True,49.0,0.022467987538625906,0.0038321829938881944,8.0,0.02061187870393854,0.0029389136232501768
Rolloff_SE_Myogenic,MOCA_to_Metric,Mann-Whitney,0.7290058673055403,0.045888192069078904,ns,,,,,,,False,False,49.0,0.13520408163265307,0.011257082554335487,8.0,0.135498046875,0.013036808930961577
Rolloff_rSO2_Myogenic,MOCA_to_Metric,Mann-Whitney,0.10627342922475913,0.21393477175781078,ns,,,,,,,False,True,49.0,0.13105867346938777,0.011494469030997817,8.0,0.125244140625,0.009928194828869388
SE_to_rSO2_Causality_Myogenic,MOCA_to_Metric,Mann-Whitney,0.23335060035283142,0.166881480054745,ns,,,,,,,False,False,43.0,0.12070174025933601,0.20068511341466846,8.0,0.17136868742801192,0.20890471171544064
rSO2_to_SE_Causality_Myogenic,MOCA_to_Metric,Mann-Whitney,0.007923663631126576,0.38326032183429104,**,,,,,,,False,True,41.0,0.12454912428365655,0.17167533313404473,7.0,0.28721932190385724,0.22400148732713313
Bidirectional_Causality_Myogenic,MOCA_to_Metric,Mann-Whitney,0.006634568165450424,0.38390960151571196,**,,,,,,,False,False,42.0,0.12555851612837587,0.17239849657630069,8.0,0.2866179013844282,0.2645587171490597
Lx_Myogenic,MOCA_to_Metric,Mann-Whitney,0.21497685133177857,0.16424149045569864,ns,,,,,,,False,True,49.0,0.24973166790670157,0.5337028868997438,8.0,0.5336490488625576,0.32006196655601055
MyogenicReactivity,MOCA_to_Metric,Mann-Whitney,0.13016722408026757,0.2968105497287151,ns,,,,,,,False,True,22.0,0.151481051638625,0.1352244057521127,4.0,0.2801157343273193,0.15978204200947577
SmoothMuscleTone_SE,MOCA_to_Metric,Mann-Whitney,0.5197294541905794,0.08526842618273739,ns,,,,,,,False,True,49.0,1.28452194257702,0.6471655541956871,8.0,1.3659494617068766,0.4933873172228339
SmoothMuscleTone_rSO2,MOCA_to_Metric,Mann-Whitney,0.05096790192648595,0.25851559302135996,ns,,,,,,,False,True,49.0,0.259517646226396,0.1462104519030686,8.0,0.39859762582490676,0.19647890135821175
MyogenicAutoregulationIndex,MOCA_to_Metric,Mann-Whitney,0.09633309161085316,0.2202560640924889,ns,,,,,,,False,True,49.0,0.8249401679888594,0.15365624998422686,8.0,0.748604738180255,0.1358099131751838
VascularCompliance_Myogenic,MOCA_to_Metric,Mann-Whitney,0.0746728305066993,0.23609374728433757,ns,,,,,,,False,True,49.0,0.24489466257145365,0.18999059641579327,8.0,0.29500044301093065,0.11978203210329227
MyogenicFrequencyStability,MOCA_to_Metric,t-test,0.9540048875865761,0.031350558489349735,ns,,,,,,,True,True,25.0,1.5514273407373507,0.2576926331423718,4.0,1.5594696969696948,0.24703127137229897
PhaseDiff_Myogenic,MOCA_to_Metric,t-test,0.873945223684099,0.06077940471366248,ns,,,,,,,True,True,49.0,-0.043059866727787166,0.27779096427742694,8.0,-0.06038645651914532,0.33071786120876706
AmplitudeCorr_Myogenic,MOCA_to_Metric,Mann-Whitney,0.182504568966395,0.17657115623703784,ns,,,,,,,False,True,49.0,0.20693195063375833,0.3365770975339862,8.0,0.4055708568276875,0.3086203079469747
PhaseAmpCoupling_Myogenic,MOCA_to_Metric,Mann-Whitney,0.6116450734524221,0.06725003437799201,ns,,,,,,,False,False,49.0,0.039213048020738966,0.04908921107006047,8.0,0.06957749681642289,0.10195871330736221
TransferGain_Myogenic,MOCA_to_Metric,Mann-Whitney,0.6765011130172648,0.05526510628960215,ns,,,,,,,False,True,49.0,0.49329195945318066,0.27410676295997355,8.0,0.43409618311195985,0.16131095968385634
TransferPhase_Myogenic,MOCA_to_Metric,t-test,0.7298056422559597,0.13237561370113032,ns,,,,,,,True,True,49.0,5.857735242119938,42.3093909414651,8.0,0.37805412249524295,34.47715088945704
TransferCoherence_Myogenic,MOCA_to_Metric,Mann-Whitney,0.2809867971898465,0.1427985263592993,ns,,,,,,,False,True,49.0,0.3463172876084542,0.1814096429957737,8.0,0.37309762227653914,0.11080648694169945
TransferPhaseLead_Myogenic,MOCA_to_Metric,t-test,0.5723606232675463,0.21658424017496203,ns,,,,,,,True,True,49.0,0.5168589174800354,0.21402581983041438,8.0,0.4701086956521739,0.22798341611447176
TransferGainVariability_Myogenic,MOCA_to_Metric,Mann-Whitney,0.17496352595832704,0.17966307078172503,ns,,,,,,,False,False,49.0,0.27763050924942406,0.1812884566924501,8.0,0.22150495636923662,0.14577681536667086
TransferPhaseVariability_Myogenic,MOCA_to_Metric,t-test,0.8121412380499391,0.09106368478972718,ns,,,,,,,True,True,49.0,87.52741867417706,26.158302817179,8.0,90.04309650529771,36.11462021847592
WaveletCoherence_Myogenic,MOCA_to_Metric,Mann-Whitney,0.2809867971898465,0.1427985263592993,ns,,,,,,,False,True,49.0,0.39030714777387,0.23826170758638335,8.0,0.48533028184321864,0.2828384179680577
WaveletPhase_Myogenic,MOCA_to_Metric,t-test,0.8118974418854816,0.0911841812584176,ns,,,,,,,True,True,49.0,-7.622850226286258,30.254628817156544,8.0,-4.879646316871623,28.888540806149592
PLV_Myogenic,MOCA_to_Metric,Mann-Whitney,0.9013781110422271,0.016413689656938207,ns,,,,,,,False,True,49.0,0.31249840289387903,0.17696240347815279,8.0,0.32843381123313375,0.20022966471946374
PPC_Myogenic,MOCA_to_Metric,Mann-Whitney,0.9013781110422271,0.016413689656938207,ns,,,,,,,False,True,49.0,0.12796850183832503,0.1293117460507218,8.0,0.14259194380883516,0.15682427804153914
wPLI_Myogenic,MOCA_to_Metric,t-test,0.6349873494238262,0.18203431724544497,ns,,,,,,,True,True,49.0,0.4594236635411854,0.2525267180464733,8.0,0.5070786558010677,0.318132647400533
AutonomicModulation_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.3507453686228722,0.13468780624574325,ns,,,,,,,False,True,42.0,0.28544272545542065,0.18944682592454645,6.0,0.3675820213406607,0.18812301462864348
AutoregulationEffectiveness_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.182504568966395,0.17657115623703784,ns,,,,,,,False,True,49.0,0.7036286590415638,0.16169357327921074,8.0,0.620665453348487,0.155418610607867
AutoregulationTimeConstant_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.061983486191093375,0.2782285502434379,ns,,,,,,,False,False,39.0,11.923076923076923,7.035192046099813,6.0,6.666666666666667,2.581988897471611
BilateralEfficiency_Neurogenic,MOCA_to_Metric,t-test,0.8150385414138158,0.08963239428287036,ns,,,,,,,True,True,49.0,0.4277497022697389,0.2438315316041474,8.0,0.44916256832942913,0.20183148696684505
COx_CI_Lower_Neurogenic,MOCA_to_Metric,t-test,0.5374858342612727,0.23661496299217805,ns,,,,,,,True,True,49.0,-0.27199473334448876,0.19267481631420325,8.0,-0.32139864998486223,0.29660029378591574
COx_CI_Upper_Neurogenic,MOCA_to_Metric,t-test,0.9951957056277438,0.0023065379063796276,ns,,,,,,,True,True,49.0,0.2982788973806091,0.18858160186428036,8.0,0.29875510313006204,0.30174963652221404
COx_Stability_Neurogenic,MOCA_to_Metric,t-test,0.05382874371753169,0.8737391380836012,ns,,,,,,,True,True,37.0,0.8909629984947813,0.35467728604053556,6.0,0.5845191554667447,0.32085177078243365
CardiacCerebralCoupling_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.7077540106951872,0.06336530886617414,ns,,,,,,,False,True,31.0,42.337134712043806,78.97444401460324,4.0,10.592292347493634,7.333713577026747
COx_SingleHemisphere_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.23262804199541157,0.15809835903856118,ns,,,,,,,False,True,49.0,0.28452721421501137,0.3972154412116428,8.0,0.15246588171541542,0.2641539408846655
COx_Window_SE_rSO2_Neurogenic,MOCA_to_Metric,t-test,0.49926764698851966,0.259354585269319,ns,,,,,,,True,True,49.0,0.020326005896236354,0.21075313046142866,8.0,-0.03763862317845139,0.29646902449950296
XCorr_MaxCorr_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.07866756916584593,0.23291504339062793,ns,,,,,,,False,True,49.0,0.2856990401375779,0.10622801781762461,8.0,0.37931418058162736,0.16459029137637857
XCorr_OptimalLag_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.7204380102666137,0.047401498226702456,ns,,,,,,,False,False,49.0,-1.1224489795918366,27.238631155234,8.0,5.0,17.320508075688775
XCorr_Asymmetry_Neurogenic,MOCA_to_Metric,t-test,0.2782194400298166,0.4176108862055328,ns,,,,,,,True,True,49.0,0.0021297118799263976,0.05809140972817366,8.0,0.027328078327031963,0.0739349385000674
XCorr_Width_Neurogenic,MOCA_to_Metric,t-test,0.4571924829224019,0.28552012036008034,ns,,,,,,,True,True,49.0,35.0,12.829003598617211,8.0,31.25,15.059406173077154
SE_Power_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.7954875174175369,0.03433074797942552,ns,,,,,,,False,False,49.0,4.08412688096001,5.123319544156078,8.0,3.5300419152431672,3.683742072888228
rSO2_Power_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.053927072855748596,0.25529326688258835,ns,,,,,,,False,True,49.0,0.21390844143156756,0.3142752212568959,8.0,0.6388179471337365,0.6259649127047546
PowerRatio_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.016419160971997002,0.31781657364848764,*,,,,,,,False,True,49.0,43.16406446201459,65.14912216213096,8.0,7.807778089291154,3.7854837676197706
SpectralCentroid_SE_Neurogenic,MOCA_to_Metric,t-test,0.6113986577055555,0.19485537226523036,ns,,,,,,,True,True,49.0,0.03510359931330439,0.0030724753336237084,8.0,0.03568079016083696,0.002051594529728425
SpectralCentroid_rSO2_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.40887139929841027,0.10939065752722206,ns,,,,,,,False,False,49.0,0.03249193199793505,0.0024015642934068584,8.0,0.03187188497659357,0.002635538735997268
Bandwidth_SE_Neurogenic,MOCA_to_Metric,t-test,0.7228379640579233,0.1359381012590642,ns,,,,,,,True,True,49.0,0.010180461038231564,0.0014341984189060238,8.0,0.010371314640561687,0.0011759803151274834
Bandwidth_rSO2_Neurogenic,MOCA_to_Metric,t-test,0.8704685587903673,0.062470875501662124,ns,,,,,,,True,True,49.0,0.009324199006286402,0.0011428769549138244,8.0,0.009254495330864875,0.0009084422216918096
Rolloff_SE_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.9630454960398803,0.006136846305944384,ns,,,,,,,False,True,49.0,0.05420918367346938,0.003921896808961776,8.0,0.054492187500000004,0.003386132021490641
Rolloff_rSO2_Neurogenic,MOCA_to_Metric,t-test,0.8560107128734682,0.06951875542854781,ns,,,,,,,True,True,49.0,0.05161033163265307,0.0035423182345701403,8.0,0.051367187499999994,0.003173452501810922
SE_to_rSO2_Causality_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.32857131113561605,0.14405014823955065,ns,,,,,,,False,True,40.0,0.12065786829846101,0.16417252179063466,6.0,0.11501438329031659,0.08780403139847855
rSO2_to_SE_Causality_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.14875368533905123,0.22019996106008854,ns,,,,,,,False,True,38.0,0.1382237311830943,0.1609391917565289,5.0,0.2732030055913932,0.25548827733525126
Bidirectional_Causality_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.08426032277421953,0.2602773002060879,ns,,,,,,,False,True,38.0,0.12119057641778609,0.14522702661061973,6.0,0.2577391155917271,0.21342761757089995
Lx_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.03806348536765033,0.2747305849394508,*,,,,,,,False,True,49.0,0.2447512827099106,0.5177503287636893,8.0,0.654411193866156,0.25459182405075276
SympatheticTone_SE,MOCA_to_Metric,Mann-Whitney,0.8657991920565671,0.022384167321242376,ns,,,,,,,False,True,49.0,1.8914129514102795,0.9637524298689975,8.0,1.830626942856497,0.7622432283426239
SympatheticTone_rSO2,MOCA_to_Metric,Mann-Whitney,0.060256046091667334,0.24886842399067718,ns,,,,,,,False,True,49.0,0.4705156951989499,0.2544849725272886,8.0,0.7514584531957451,0.38288878220785544
AutonomicBalance,MOCA_to_Metric,t-test,0.0881057298237422,0.668570055938285,ns,,,,,,,True,True,44.0,4.154421286143343,2.196418533796455,8.0,2.770862710495309,0.9771663219207963
NeurogenicCouplingEfficiency,MOCA_to_Metric,Mann-Whitney,0.1536832101701545,0.18896330378796064,ns,,,,,,,False,False,49.0,0.19706570497581732,0.13376030227541302,8.0,0.15803844888796634,0.19712705049600482
NeurogenicBurstFrequency,MOCA_to_Metric,Mann-Whitney,0.4882891046045966,0.11550543032519033,ns,,,,,,,False,True,30.0,0.008000000000000002,0.0021009029257555607,6.0,0.008666666666666666,0.0024221202832779933
NeurogenicBurstDuration,MOCA_to_Metric,Mann-Whitney,0.8179090632018331,0.0304953882833622,ns,,,,,,,False,True,49.0,22.532069970845484,13.737712721818054,8.0,18.60416666666667,6.559820881700964
PhaseDiff_Neurogenic,MOCA_to_Metric,t-test,0.09993325268972235,0.6380970551372324,ns,,,,,,,True,True,49.0,-0.04600419098024322,0.47824752144534627,8.0,0.2653539329973195,0.549874104418371
AmplitudeCorr_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.2809867971898465,0.1427985263592993,ns,,,,,,,False,True,49.0,0.24346764506192559,0.34895140759149695,8.0,0.39349470524116137,0.4082006063822641
PhaseAmpCoupling_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.7098548259597388,0.049279368050044126,ns,,,,,,,False,True,49.0,0.040849831709781986,0.04507180647829695,8.0,0.05229366458020533,0.0509535274377694
TransferGain_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.5197294541905794,0.08526842618273739,ns,,,,,,,False,True,49.0,0.43754485661485915,0.3269360231748682,8.0,0.4257159831719904,0.17074562643645613
TransferPhase_Neurogenic,MOCA_to_Metric,t-test,0.25990087032352177,0.43408766224858597,ns,,,,,,,True,True,49.0,6.641907164076505,58.93577833271142,8.0,-19.75296820984694,72.33542155317284
TransferCoherence_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.16764802483594468,0.18275906399921296,ns,,,,,,,False,True,49.0,0.26875040635941694,0.24686679389409907,8.0,0.37321883478606,0.2698421754227741
TransferPhaseLead_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.2057103705889195,0.16761283275684935,ns,,,,,,,False,True,49.0,0.5490196078431373,0.3143121557171749,8.0,0.40441176470588236,0.31301346019719917
TransferGainVariability_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.17496352595832704,0.17966307078172503,ns,,,,,,,False,True,49.0,0.21521175566785367,0.19174031337079767,8.0,0.13331328773722845,0.07753496039991188
TransferPhaseVariability_Neurogenic,MOCA_to_Metric,t-test,0.08301000349706696,0.6732742257667097,ns,,,,,,,True,True,49.0,72.19168349090619,35.288626490441665,8.0,97.56869154126795,51.21902895254139
WaveletCoherence_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.6931066065127636,0.052271700672862305,ns,,,,,,,False,True,49.0,0.3782361270634156,0.2138933013495832,8.0,0.43188332246327726,0.21460379001711347
WaveletPhase_Neurogenic,MOCA_to_Metric,t-test,0.1736311610610959,0.5256547091689756,ns,,,,,,,True,True,49.0,-8.78558246894642,41.10078537700244,8.0,13.209247586511601,46.613320509741506
PLV_Neurogenic,MOCA_to_Metric,t-test,0.17267160075777044,0.5268497071709768,ns,,,,,,,True,True,49.0,0.40663538980609404,0.1687067581973433,8.0,0.5022218190112903,0.25192265996596946
PPC_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.4352373103678671,0.10334808361588063,ns,,,,,,,False,True,49.0,0.192808616397946,0.15831744606991913,8.0,0.30739412436156677,0.2601499617308781
wPLI_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.2809867971898465,0.1427985263592993,ns,,,,,,,False,True,49.0,0.5626304219370115,0.3276685698991253,8.0,0.6908589242259405,0.3234925534154144
AutonomicModulation_Respiratory,MOCA_to_Metric,Mann-Whitney,0.3025726577132467,0.1503769034011296,ns,,,,,,,False,True,42.0,0.24126248356436952,0.18896233731505144,5.0,0.31953807334039697,0.16614525073538308
CardiacCerebralCoupling_Respiratory,MOCA_to_Metric,Mann-Whitney,0.5949579831932774,0.08986780050047051,ns,,,,,,,False,True,32.0,116.46206917970227,186.82723582545054,3.0,23.808235697985893,16.779532142899807
SE_to_rSO2_Causality_Respiratory,MOCA_to_Metric,Mann-Whitney,0.5034494161242219,0.09021767841418664,ns,,,,,,,False,False,47.0,0.1083958981754381,0.1932455723794215,8.0,0.09050291732993379,0.11926587777009696
rSO2_to_SE_Causality_Respiratory,MOCA_to_Metric,Mann-Whitney,0.06720323797186693,0.25141274370328165,ns,,,,,,,False,True,45.0,0.12692545716557307,0.21676651572660496,8.0,0.3211408654298697,0.36133555656921873
Bidirectional_Causality_Respiratory,MOCA_to_Metric,Mann-Whitney,0.2832627363592958,0.14468580887492064,ns,,,,,,,False,True,47.0,0.13790155433078205,0.2122152248181848,8.0,0.20582189137990162,0.219873567910623
RespiratoryCouplingStrength,MOCA_to_Metric,Mann-Whitney,0.02457851486416239,0.29775004470370714,*,,,,,,,False,True,49.0,0.12784416976327112,0.09069609020815285,8.0,0.20884747862442848,0.10273256143265132
RespiratoryModulation_SE,MOCA_to_Metric,Mann-Whitney,0.6283699284266497,0.07296913157723493,ns,,,,,,,False,True,38.0,3.966883460853811,1.8318196676384226,6.0,5.057392712814818,3.1136367216959075
RespiratoryModulation_rSO2,MOCA_to_Metric,Mann-Whitney,0.009696544998213805,0.39910052539628155,**,,,,,,,False,True,36.0,4.581742881260492,1.7709790130329657,6.0,6.744617026963102,1.926920296399091
RespiratoryPhaseLag,MOCA_to_Metric,Mann-Whitney,0.2869196853108926,0.14104988962333845,ns,,,,,,,False,True,49.0,-0.40816326530612246,3.707640575818506,8.0,1.125,2.948970764763288
DominantRespiratoryFreq,MOCA_to_Metric,Mann-Whitney,0.6289182114568594,0.06400803097170145,ns,,,,,,,False,True,49.0,0.1985809948979592,0.04328090728202126,8.0,0.185546875,0.023062475803316766
RespiratoryRateVariability,MOCA_to_Metric,Mann-Whitney,0.39603919719814346,0.11241521460208602,ns,,,,,,,False,True,49.0,0.05821977726461963,0.013462939317594756,8.0,0.05536778289070217,0.010814323818992963
AutoregulationEffectiveness_VLF,MOCA_to_Metric,Mann-Whitney,0.260912290021467,0.14890889293174173,ns,,,,,,,False,True,49.0,0.7334927620402748,0.14695648837489855,8.0,0.6656982528142262,0.15627069966998874
AutoregulationTimeConstant_VLF,MOCA_to_Metric,Mann-Whitney,0.09748567534503981,0.2443359740637633,ns,,,,,,,False,False,40.0,15.0,8.843366338964376,6.0,10.0,10.0
BilateralEfficiency_VLF,MOCA_to_Metric,t-test,0.9914114140671864,0.004123429492053686,ns,,,,,,,True,True,49.0,0.4407096657482832,0.23978943294880373,8.0,0.4417229634399985,0.28320553602269843
COx_CI_Lower_VLF,MOCA_to_Metric,t-test,0.8036616000312599,0.0952602823805117,ns,,,,,,,True,True,49.0,-0.21209761354796658,0.16391157731094708,8.0,-0.22903580076977142,0.2533423960272164
COx_CI_Upper_VLF,MOCA_to_Metric,t-test,0.9039686274287606,0.046219259059497024,ns,,,,,,,True,True,49.0,0.29518761891313705,0.18781456603331115,8.0,0.28589255434414307,0.2754937005785703
COx_Stability_VLF,MOCA_to_Metric,Mann-Whitney,0.6713119021206312,0.0654783466954424,ns,,,,,,,False,True,34.0,0.7612190311766093,0.28420080891012706,8.0,0.7168847563212106,0.36972731068476766
CardiacCerebralCoupling_VLF,MOCA_to_Metric,Mann-Whitney,0.7452253628724217,0.054925134760132145,ns,,,,,,,False,True,31.0,38.06801312341864,61.3517266735903,4.0,20.327182277187102,21.889634242583252
COx_SingleHemisphere_VLF,MOCA_to_Metric,t-test,0.03395747638400558,0.8293306275867721,*,,,,,,,True,True,49.0,0.26957408753829315,0.3619955864415849,8.0,-0.03679288191499908,0.416746015373935
COx_Window_SE_rSO2_VLF,MOCA_to_Metric,t-test,0.32325577916600456,0.380081187112678,ns,,,,,,,True,True,49.0,0.06903286130906552,0.18564499272065563,8.0,-0.007561765402233536,0.28768307676326654
XCorr_MaxCorr_VLF,MOCA_to_Metric,Mann-Whitney,0.3710870937881862,0.11847132975267997,ns,,,,,,,False,True,49.0,0.27106384332303796,0.1069272021363155,8.0,0.340015447654212,0.19213143026866203
XCorr_OptimalLag_VLF,MOCA_to_Metric,t-test,0.5643321367613015,0.22114020275298935,ns,,,,,,,True,True,49.0,4.387755102040816,27.681835445024998,8.0,10.625,31.559184762239074
XCorr_Asymmetry_VLF,MOCA_to_Metric,t-test,0.21114793285492184,0.48243622168841244,ns,,,,,,,True,True,49.0,0.007944785556759721,0.06197164616713834,8.0,0.04019448078438476,0.09367854278070596
XCorr_Width_VLF,MOCA_to_Metric,Mann-Whitney,0.5024599515102761,0.08882634740672588,ns,,,,,,,False,True,49.0,37.857142857142854,17.67766952966369,8.0,39.375,10.155048005794951
SE_Power_VLF,MOCA_to_Metric,Mann-Whitney,0.9730418593226001,0.004476051762355817,ns,,,,,,,False,True,49.0,3.501377877122515,4.336096561611436,8.0,3.050260788319113,2.9549976324408305
rSO2_Power_VLF,MOCA_to_Metric,Mann-Whitney,0.10119145051325669,0.21710472491543842,ns,,,,,,,False,True,49.0,0.1487603037145625,0.21279882715087356,8.0,0.38077265488715784,0.3603235173507014
PowerRatio_VLF,MOCA_to_Metric,Mann-Whitney,0.04544000034858146,0.26498043341879823,*,,,,,,,False,True,49.0,46.63059174037134,56.024887383832734,8.0,12.241475783416417,5.991691371546832
SpectralCentroid_SE_VLF,MOCA_to_Metric,t-test,0.9228702537020311,0.03708915330156241,ns,,,,,,,True,True,49.0,0.038199906946036644,0.005022058441579786,8.0,0.03838349894843616,0.004424546376521057
SpectralCentroid_rSO2_VLF,MOCA_to_Metric,Mann-Whitney,0.34709708246246607,0.1245371551657898,ns,,,,,,,False,True,49.0,0.034180410239352456,0.003724894924738343,8.0,0.03292266087050781,0.0033583180523943236
Bandwidth_SE_VLF,MOCA_to_Metric,Mann-Whitney,0.9013781110422271,0.016413689656938207,ns,,,,,,,False,True,49.0,0.012681437379648702,0.0020897200687948233,8.0,0.0126540959212069,0.0022666334356085506
Bandwidth_rSO2_VLF,MOCA_to_Metric,t-test,0.42595185061558705,0.3058571422898478,ns,,,,,,,True,True,49.0,0.011783217701960641,0.0021639256712781044,8.0,0.011143205569417938,0.001514764907782315
