Metric,Metric_Type,Test_Type,p_value,Effect_Size,Significance,Good_MOCA_N,Good_MOCA_Mean,Good_MOCA_Std,Good_MOCA_Median,Bad_MOCA_N,Bad_MOCA_Mean,Bad_MOCA_Std,Bad_MOCA_Median,Normality_Assumption,Additional_Info,Mean_Difference,Median_Difference
SE_Max,location,Mann-Whitney U,0.32032459078748143,0.043413964804344216,ns,456,12.071238935287322,9.717900743076166,9.212787347602175,68,12.602203293430646,14.401465290323753,8.604784316081705,False,"Good normal: False, Bad normal: False",-0.5309643581433239,0.6080030315204699
SE_Range,variability,Levene test,0.19302751513190367,1.9910544547535853,ns,456,24.121353608249336,19.403868696982467,18.0641611009898,68,24.005562494877598,27.37977634133657,14.7065016934015,True,Variance ratio: 1.991,0.11579111337173842,3.357659407588301
SE_Kurtosis,distribution_shape,Mann-Whitney U,0.00490672839019193,0.12289058806171393,**,456,3.267128902535404,1.1616061071118937,2.94324005827556,68,2.8388256620514256,0.8283971996234529,2.685841461744125,False,"Good normal: False, Bad normal: False",0.42830324048397816,0.2573985965314347
SE_Skewness,distribution_shape,Mann-Whitney U,0.06534161919326402,0.08050805654645779,ns,456,0.021349997620755824,0.2608399411554906,0.015621951505936,68,0.10793892968352416,0.33587822903625847,0.0465126491357307,False,"Good normal: False, Bad normal: False",-0.08658893206276833,-0.0308906976297947
SE_KDE_Entropy,complexity,Mann-Whitney U,0.4956989159246712,0.02976153872332367,ns,456,3.3548303747637958,0.3045714863305581,3.2556552473976197,68,3.3793941793486413,0.4297379534739741,3.244072689413245,False,"Good normal: False, Bad normal: False",-0.024563804584845528,0.011582557984374908
SE_N_Peaks,complexity,Mann-Whitney U,0.09631645981362544,0.07264761406731161,ns,456,1.0328947368421053,0.2224073035570887,1.0,68,1.1764705882352942,0.7111306211351516,1.0,False,"Good normal: False, Bad normal: False",-0.14357585139318885,0.0
SE_Mode_Angle,location,Mann-Whitney U,0.12193364886008232,0.06756825710153444,ns,456,-0.044187460483102625,1.2906296672761972,-0.010647999289933052,68,-3.0710205632131973,11.983096523892833,-0.01916596482862685,False,"Good normal: False, Bad normal: False",3.0268331027300945,0.008517965538693797
SE_Positive_Ratio,proportion,Mann-Whitney U,0.07048072757448878,0.07901817512826649,ns,456,0.49957236842105257,0.03770111396604314,0.5,68,0.5034068627450982,0.03885145609144301,0.511,False,"Good normal: False, Bad normal: False",-0.0038344943240455898,-0.01100000000000001
SE_Negative_Ratio,proportion,Mann-Whitney U,0.07048072757448878,0.07901817512826649,ns,456,0.5004276315789473,0.03770111396604314,0.5,68,0.49659313725490195,0.038851456091443005,0.489,False,"Good normal: False, Bad normal: False",0.0038344943240453677,0.01100000000000001
SE_Directional_Asymmetry,proportion,Mann-Whitney U,0.5437496944248863,0.026523581254713168,ns,456,0.05328801169590644,0.05329517767502803,0.04,68,0.05624509803921569,0.053610957075620684,0.0433333333333333,False,"Good normal: False, Bad normal: False",-0.0029570863433092467,-0.0033333333333332993
SE_Positive_Mean,location,Mann-Whitney U,0.8364118331146624,0.009020352946388583,ns,456,3.7637859036327983,2.9164252112676996,2.966668168471345,68,5.057559919958992,7.658972437350022,3.253721579786895,False,"Good normal: False, Bad normal: False",-1.2937740163261937,-0.28705341131554984
SE_Positive_Std,variability,Levene test,0.0016633395384466933,3.6833318189261726,**,456,2.9648197831380876,2.261659972452103,2.313003982163435,68,3.412231707512087,4.340579692214833,2.5065870184404346,True,Variance ratio: 3.683,-0.44741192437399935,-0.19358303627699947
SE_Negative_Mean,location,Mann-Whitney U,0.37213560376561794,0.03898817832752986,ns,456,-3.7829980130422363,2.9673144823635473,-3.02230068441858,68,-4.596087999166931,6.918149926307244,-2.852532301155195,False,"Good normal: False, Bad normal: False",0.813089986124695,-0.16976838326338495
SE_Negative_Std,variability,Levene test,0.034103174814025895,3.96154150267811,*,456,2.952947257857991,2.3063706163731434,2.309935693481405,68,3.211563908835441,4.590512787117119,1.93070023365847,True,Variance ratio: 3.962,-0.2586166509774501,0.37923545982293505
rSO2_Mean,location,Mann-Whitney U,3.7364412147691344e-06,0.20206715799862163,***,456,-0.0005753678967446847,0.018149183509364026,-2.7150360184662e-05,68,-0.05529327902182924,0.14171658561333517,-0.0094465532820235,False,"Good normal: False, Bad normal: False",0.054717911125084555,0.009419402921838838
rSO2_Std,variability,Levene test,3.579319592605425e-11,3.2229759519248193,***,456,0.6438522365931418,0.49285192458717786,0.5376729967924254,68,1.1504911463996337,0.884799746113057,0.995334511587731,True,Variance ratio: 3.223,-0.5066389098064918,-0.4576615147953056
rSO2_Median,location,Mann-Whitney U,0.06609744683875311,0.0802830165561113,ns,456,-0.013571786531459707,0.08765022259498542,-0.0010868176924838501,68,-0.007225153837137043,0.1305151758653422,0.004028348563591451,False,"Good normal: False, Bad normal: False",-0.006346632694322664,-0.005115166256075301
rSO2_Q1,location,Mann-Whitney U,7.004880615684776e-07,0.21673226403620138,***,456,-0.3535923667315111,0.29621557665208,-0.3022549020395045,68,-0.7330891705398906,0.6519512835048786,-0.562422120330974,False,"Good normal: False, Bad normal: False",0.3794968038083795,0.26016721829146955
rSO2_Q3,location,Mann-Whitney U,1.2316729481199211e-06,0.21189390424375185,***,456,0.33580495135383254,0.279212999354958,0.28966607576584746,68,0.6143242293916505,0.47600017835152686,0.543990801981626,False,"Good normal: False, Bad normal: False",-0.278519278037818,-0.2543247262157785
rSO2_IQR,variability,Levene test,9.882739853428947e-12,3.886071273691225,***,456,0.6893973180853435,0.5657614342592782,0.6038341668373665,68,1.3474133999315414,1.1152923435739992,1.159050816686005,True,Variance ratio: 3.886,-0.6580160818461979,-0.5552166498486385
rSO2_Min,location,Mann-Whitney U,0.00018693094685509373,0.16321025299879385,***,456,-1.7296419951329682,1.5175734767686537,-1.312260347961395,68,-2.990403416727077,2.760327948008549,-2.221573503264015,False,"Good normal: False, Bad normal: False",1.2607614215941088,0.9093131553026201
rSO2_Max,location,Mann-Whitney U,0.0005894702455532287,0.15012042689363952,***,456,1.8757716664154944,1.628288406544855,1.419475585172075,68,2.8361901868699544,2.2491135377938347,2.5383057030491303,False,"Good normal: False, Bad normal: False",-0.96041852045446,-1.1188301178770552
rSO2_Range,variability,Levene test,5.7332023110050695e-06,2.3101149681653697,***,456,3.605413661548462,3.0963381506504684,2.88629680948112,68,5.826593603597032,4.706143665907993,4.975040824546755,True,Variance ratio: 2.310,-2.2211799420485696,-2.088744015065635
rSO2_Kurtosis,distribution_shape,Mann-Whitney U,0.14547556457387228,0.06359255060541308,ns,456,4.246083052257636,1.8004635056895215,3.877030718812815,68,3.75142847051134,1.2606518093910177,3.5343764700269302,False,"Good normal: False, Bad normal: False",0.4946545817462962,0.3426542487858848
rSO2_Skewness,distribution_shape,Mann-Whitney U,0.7155133367877826,0.015921579317014364,ns,456,0.10305416150603698,0.404054829165316,0.040341376636076454,68,0.03270681814180199,0.4807454551292693,0.07397654119472,False,"Good normal: False, Bad normal: False",0.07034734336423498,-0.03363516455864354
rSO2_KDE_Entropy,complexity,Mann-Whitney U,7.754755268994394e-06,0.1953534649532846,***,456,3.0408893927752385,0.019289372223640428,3.034106042197385,68,3.065928738457796,0.045963080424835656,3.04773946414882,False,"Good normal: False, Bad normal: False",-0.02503934568255728,-0.013633421951434688
rSO2_N_Peaks,complexity,t-test,,0.0,ns,456,1.0,0.0,1.0,68,1.0,0.0,1.0,True,"Good normal: True, Bad normal: True",0.0,0.0
rSO2_Mode_Angle,location,Mann-Whitney U,0.017743283916579432,0.10357465555697327,*,456,-0.0037919207082430465,0.05183078930807671,0.002010188598577,68,-0.03525478484586666,0.11379895243588518,-0.0120438382167745,False,"Good normal: False, Bad normal: False",0.031462864137623614,0.0140540268153515
rSO2_Positive_Ratio,proportion,Mann-Whitney U,0.3838797509771751,0.03803976389195783,ns,456,0.4927317251461989,0.0416216977244054,0.4963333333333335,68,0.4915294117647059,0.04966401993996666,0.505,False,"Good normal: False, Bad normal: False",0.0012023133814930143,-0.00866666666666649
rSO2_Negative_Ratio,proportion,Mann-Whitney U,0.3838797509771751,0.03803976389195783,ns,456,0.5072682748538012,0.041621697724405396,0.5036666666666665,68,0.5084705882352941,0.04966401993996664,0.495,False,"Good normal: False, Bad normal: False",-0.0012023133814929032,0.00866666666666649
rSO2_Directional_Asymmetry,proportion,Mann-Whitney U,0.0663150025742948,0.0802186347253132,ns,456,0.061741228070175444,0.05762708880088924,0.04,68,0.07545098039215688,0.06617800420945924,0.056,False,"Good normal: False, Bad normal: False",-0.013709752321981433,-0.016
rSO2_Positive_Mean,location,Mann-Whitney U,2.653949379129971e-06,0.205142704533357,***,456,0.48407111090976346,0.39648818579710293,0.403632088406782,68,0.822968933088023,0.5655022157150323,0.7726815388069466,False,"Good normal: False, Bad normal: False",-0.33889782217825953,-0.36904945040016457
rSO2_Positive_Std,variability,Levene test,0.00017758384467251613,1.8691353336195087,***,456,0.4532205118437199,0.3738997334586184,0.358862550437488,68,0.7057107842214335,0.5111819722354284,0.6643831787619785,True,Variance ratio: 1.869,-0.2524902723777136,-0.3055206283244905
rSO2_Negative_Mean,location,Mann-Whitney U,3.326301383929367e-06,0.20311734462023862,***,456,-0.46148704060963347,0.3436214961423645,-0.397466680417839,68,-0.91262190129635,0.7905540467556781,-0.7375658417961419,False,"Good normal: False, Bad normal: False",0.45113486068671654,0.3400991613783029
rSO2_Negative_Std,variability,Levene test,5.536686231759484e-11,5.436717504479779,***,456,0.4123972908978957,0.3223908789988667,0.33283074888603104,68,0.7766793760269824,0.7517113887328615,0.58861650314504,True,Variance ratio: 5.437,-0.3642820851290868,-0.25578575425900896
MAP_Mean,location,Mann-Whitney U,0.29588198773829155,0.045664364707809144,ns,456,-0.00882254076187989,0.1871132539634296,-0.00245897663504465,68,-0.11067193621409982,0.7451200426130263,-0.0044811862648597,False,"Good normal: False, Bad normal: False",0.10184939545221994,0.00202220962981505
MAP_Std,variability,Levene test,0.058533278027076516,3.261090676752559,ns,456,5.438281480540374,5.483514716308477,3.7757585130779248,68,7.279210639214619,9.902399667062893,5.4452877575418945,True,Variance ratio: 3.261,-1.8409291586742453,-1.6695292444639698
MAP_Median,location,Mann-Whitney U,0.35401851029454023,0.04048844492983983,ns,456,-0.1814966766965273,0.8041182736209442,-0.0083166123918354,68,-0.06160112666462947,1.1090528126445374,-0.03602536420845235,False,"Good normal: False, Bad normal: False",-0.11989555003189784,0.02770875181661695
MAP_Q1,location,Mann-Whitney U,0.257265111807772,0.04949004454369954,ns,456,-2.946576880391779,3.3604216934257507,-2.01265904995376,68,-5.037980429015639,9.963540448870575,-2.16235892068208,False,"Good normal: False, Bad normal: False",2.0914035486238602,0.14969987072832014
MAP_Q3,location,Mann-Whitney U,0.5182330377233921,0.028223765455955965,ns,456,2.8816516002747656,3.5764147018445653,1.94177645424396,68,3.7114919818841154,5.030509835851575,2.02735757817691,False,"Good normal: False, Bad normal: False",-0.8298403816093498,-0.08558112393295025
MAP_IQR,variability,Levene test,0.005498020846599584,4.67529042500975,**,456,5.828228480666546,6.822142041154612,3.754120319302455,68,8.749472410899754,14.75112198579582,4.6713028175350555,True,Variance ratio: 4.675,-2.9212439302332083,-0.9171824982326005
MAP_Min,location,Mann-Whitney U,0.3211614558440684,0.043338951474228726,ns,456,-13.663986175871244,13.7678567905606,-9.368757857546015,68,-15.008305099189432,16.44750337116723,-11.38097138474555,False,"Good normal: False, Bad normal: False",1.3443189233181876,2.0122135271995347
MAP_Max,location,Mann-Whitney U,0.16206020895790707,0.06107960404654389,ns,456,14.890858820715481,14.47442905915715,10.44679063093905,68,16.76022822988406,15.9944065642841,14.57077973678345,False,"Good normal: False, Bad normal: False",-1.8693694091685789,-4.1239891058444
MAP_Range,variability,Levene test,0.9864296888366788,1.3383783909727336,ns,456,28.554844996586723,27.8945270173944,20.32782681622085,68,31.768533329073495,32.270705489313194,27.43087945454745,True,Variance ratio: 1.338,-3.2136883324867718,-7.103052638326602
MAP_Kurtosis,distribution_shape,Mann-Whitney U,0.810353961598471,0.01048311288364079,ns,456,4.06624068079193,1.7102081745622908,3.60292293383452,68,4.1525871520648225,1.803144356837197,3.7512225057884,False,"Good normal: False, Bad normal: False",-0.08634647127289252,-0.14829957195388
MAP_Skewness,distribution_shape,Mann-Whitney U,0.0984710014135723,0.07218157690363751,ns,456,0.14448018457847006,0.5183950233419955,0.041827793999403645,68,0.2545784728355663,0.4599498205920651,0.13834642402540248,False,"Good normal: False, Bad normal: False",-0.11009828825709622,-0.09651863002599884
MAP_KDE_Entropy,complexity,Mann-Whitney U,0.10310380476158047,0.0712064036121361,ns,456,3.3780975732642853,0.37815438272686414,3.251152805091285,68,3.459851874695571,0.45195526177215883,3.38846219104706,False,"Good normal: False, Bad normal: False",-0.08175430143128581,-0.13730938595577502
MAP_N_Peaks,complexity,Mann-Whitney U,0.03712685824739605,0.09105596581873124,*,456,1.105263157894737,0.48933093685210144,1.0,68,1.2352941176470589,0.7354082439965,1.0,False,"Good normal: False, Bad normal: False",-0.13003095975232193,0.0
MAP_Mode_Angle,location,Mann-Whitney U,0.28106471733759475,0.04708961798000359,ns,456,-0.3152458872002439,1.622877817477313,-0.0169698192781507,68,0.2621890459540502,2.605461276386155,-0.02989592059412695,False,"Good normal: False, Bad normal: False",-0.5774349331542941,0.012926101315976248
MAP_Positive_Ratio,proportion,Mann-Whitney U,0.5155928183048792,0.028402104817468767,ns,456,0.48711184210526315,0.04617034252163398,0.496,68,0.47728431372549013,0.07675301787933171,0.49,False,"Good normal: False, Bad normal: False",0.00982752837977302,0.006000000000000005
MAP_Negative_Ratio,proportion,Mann-Whitney U,0.5155928183048792,0.028402104817468767,ns,456,0.5128881578947369,0.04617034252163398,0.504,68,0.5227156862745099,0.07675301787933171,0.51,False,"Good normal: False, Bad normal: False",-0.009827528379773076,-0.006000000000000005
MAP_Directional_Asymmetry,proportion,Mann-Whitney U,0.00043945982309287495,0.1535612508619819,***,456,0.06413888888888888,0.07120282613873168,0.04,68,0.11360784313725489,0.11206934806941957,0.0666666666666667,False,"Good normal: False, Bad normal: False",-0.049468954248366004,-0.026666666666666693
MAP_Positive_Mean,location,Mann-Whitney U,0.04963304515596969,0.08575898965454262,*,456,4.14574443540729,4.431525831260589,2.85397901569526,68,5.718770446286984,7.1883498323060255,3.90178976064228,False,"Good normal: False, Bad normal: False",-1.573026010879694,-1.0478107449470198
MAP_Positive_Std,variability,Levene test,0.24662200099783316,2.470719601714361,ns,456,3.8047811145215347,3.7615907854203177,2.574609346940055,68,4.937257431714607,5.912665066337752,4.133909677374961,True,Variance ratio: 2.471,-1.1324763171930723,-1.5593003304349056
MAP_Negative_Mean,location,Mann-Whitney U,0.2730960488354566,0.04787725794621632,ns,456,-3.8981600988745253,4.0401113954524845,-2.5891997628872,68,-5.81552994581055,9.72322222069095,-3.4114043255736552,False,"Good normal: False, Bad normal: False",1.9173698469360243,0.8222045626864554
MAP_Negative_Std,variability,Levene test,0.6038160208375343,1.6715621721283482,ns,456,3.4491960214051023,3.621122136381323,2.35750389104636,68,4.034954585583446,4.681709265996404,3.00445698450997,True,Variance ratio: 1.672,-0.5857585641783434,-0.6469530934636096
rSO2_contra_Mean,location,Mann-Whitney U,0.6432232464506802,0.020234850017844766,ns,456,0.000576124940313379,0.013144567246083115,0.000522268349731,68,0.016693534024186156,0.05398247111519673,0.0002383647646032003,False,"Good normal: False, Bad normal: False",-0.016117409083872776,0.0002839035851277997
rSO2_contra_Std,variability,Levene test,0.689531658327021,1.1823391954140787,ns,456,0.49654500385460754,0.38818023634664633,0.427681569924434,68,0.612020955819466,0.422089417337849,0.573399853725142,True,Variance ratio: 1.182,-0.11547595196485849,-0.145718283800708
rSO2_contra_Median,location,Mann-Whitney U,0.9012654494709623,0.005419714230914863,ns,456,-0.006194799173439981,0.07326869637932329,0.0001479409581605,68,-0.002308448735257399,0.04730889550021141,0.00048991131413295,False,"Good normal: False, Bad normal: False",-0.003886350438182582,-0.00034197035597245
rSO2_contra_Q1,location,Mann-Whitney U,0.011028718391839528,0.11103850505621769,*,456,-0.2781556895979212,0.26439928721071343,-0.220367328491626,68,-0.336382433878991,0.2378516937233521,-0.3273953533659375,False,"Good normal: False, Bad normal: False",0.05822674428106983,0.10702802487431151
rSO2_contra_Q3,location,Mann-Whitney U,0.0012400700563555262,0.1410813500317388,**,456,0.2702689213169669,0.2610556596009066,0.208545555430259,68,0.36449850844597725,0.2637351929860018,0.300188619990162,False,"Good normal: False, Bad normal: False",-0.09422958712901036,-0.09164306455990301
rSO2_contra_IQR,variability,Levene test,0.7221180307974144,1.1405226692531092,ns,456,0.548424610914888,0.5176149190684913,0.434725971839932,68,0.7008809423249683,0.4846796933855739,0.629010861454885,True,Variance ratio: 1.141,-0.1524563314100803,-0.19428488961495305
rSO2_contra_Min,location,Mann-Whitney U,0.23898617687085455,0.05144040185259333,ns,456,-1.325424132249664,1.113826699779509,-1.044427428179455,68,-1.5143438609019688,1.2960764380402652,-1.15266139446771,False,"Good normal: False, Bad normal: False",0.18891972865230477,0.10823396628825499
rSO2_contra_Max,location,Mann-Whitney U,0.0915046738340264,0.07371936554230567,ns,456,1.36718006646748,1.195551260157466,1.012298431360675,68,1.716109507089051,1.6129082484563497,1.33819500351414,False,"Good normal: False, Bad normal: False",-0.34892944062157105,-0.3258965721534648
rSO2_contra_Range,variability,Levene test,0.5345047745659166,1.6315052073657015,ns,456,2.692604198717144,2.2706950111332516,2.148170484264325,68,3.2304533679910175,2.9003675529082416,2.45155530182274,True,Variance ratio: 1.632,-0.5378491692738736,-0.30338481755841507
rSO2_contra_Kurtosis,distribution_shape,Mann-Whitney U,0.0347795760994784,0.09256976809193955,*,452,4.0972120621457115,1.9757907675452582,3.444062316715925,68,3.563952243391173,1.496765114861647,2.9525989652100204,False,"Good normal: False, Bad normal: False",0.5332598187545385,0.4914633515059048
rSO2_contra_Skewness,distribution_shape,Mann-Whitney U,0.22736863751799974,0.05293768365971283,ns,452,0.014919165666692092,0.47348277036108,0.00208876862155405,68,0.06362602571243879,0.26739840971126677,0.0351205040752265,False,"Good normal: False, Bad normal: True",-0.0487068600457467,-0.03303173545367245
rSO2_contra_KDE_Entropy,complexity,Mann-Whitney U,0.017456799774246325,0.1038372238635834,*,456,3.0360700417324353,0.011989530617967032,3.03200621011256,68,3.0389971602277615,0.014508109591912306,3.034886090296645,False,"Good normal: False, Bad normal: False",-0.00292711849532612,-0.0028798801840848043
rSO2_contra_N_Peaks,complexity,t-test,,0.0,ns,456,1.0,0.0,1.0,68,1.0,0.0,1.0,True,"Good normal: True, Bad normal: True",0.0,0.0
rSO2_contra_Mode_Angle,location,Mann-Whitney U,0.22886735560723792,0.052565602038942436,ns,456,-0.0026728153098544935,0.041375359255561614,-0.005570056342707,68,0.015478307119858703,0.07158660875201707,0.0133866130213605,False,"Good normal: False, Bad normal: False",-0.018151122429713198,-0.0189566693640675
rSO2_contra_Positive_Ratio,proportion,Mann-Whitney U,0.8690362467758413,0.007202937670020663,ns,456,0.49212353801169595,0.06651033018303937,0.5,68,0.49703921568627446,0.03435284329079242,0.503333333333333,False,"Good normal: False, Bad normal: False",-0.004915677674578511,-0.0033333333333329662
rSO2_contra_Negative_Ratio,proportion,Mann-Whitney U,0.9459110962011601,0.0029637087288105876,ns,456,0.4991045321637426,0.06697010824403501,0.5,68,0.5029607843137257,0.03435284329079241,0.496666666666667,False,"Good normal: False, Bad normal: False",-0.003856252149983086,0.0033333333333330217
rSO2_contra_Directional_Asymmetry,proportion,Mann-Whitney U,0.23104972608946528,0.05231998428812214,ns,456,0.06487573099415206,0.07024155882927187,0.04,68,0.04992156862745098,0.047187924560933535,0.04,False,"Good normal: False, Bad normal: False",0.01495416236670108,0.0
rSO2_contra_Positive_Mean,location,Mann-Whitney U,0.003685912928426971,0.12734274638688178,**,452,0.37904861303829435,0.31256760193476063,0.331664220698264,68,0.4820299876210031,0.31837457972131117,0.4873914794220605,False,"Good normal: False, Bad normal: False",-0.10298137458270873,-0.1557272587237965
rSO2_contra_Positive_Std,variability,Levene test,0.6432011468279741,1.3322079599017778,ns,452,0.3367687248556493,0.2742301736866858,0.2745896631312435,68,0.412861661689816,0.31652006835126495,0.38064685278343247,True,Variance ratio: 1.332,-0.07609293683416668,-0.10605718965218897
rSO2_contra_Negative_Mean,location,Mann-Whitney U,0.029180896406463826,0.09564467119443985,*,452,-0.3695961523104502,0.29766431626036083,-0.315852743397671,68,-0.4435796466673172,0.3075192665882408,-0.382694510353335,False,"Good normal: False, Bad normal: False",0.07398349435686702,0.06684176695566402
rSO2_contra_Negative_Std,variability,Levene test,0.38623082996533575,1.283739672679399,ns,452,0.32124500466748984,0.24700935880418595,0.276471487589175,68,0.37664252014169775,0.2798671271361438,0.3332030863637555,True,Variance ratio: 1.284,-0.0553975154742079,-0.056731598774580505
Cross_Correlation,correlation,Mann-Whitney U,0.905345468662569,0.005194673110498209,ns,456,-0.006061170858788662,0.3474845972007472,-0.03161216096911905,68,-0.0323959104934317,0.27388055168725733,-0.01276279136912715,False,"Good normal: False, Bad normal: False",0.026334739634643035,-0.0188493695999919
Circular_Correlation,correlation,Mann-Whitney U,0.917600037167477,0.004519553139458728,ns,456,-0.005913216309985103,0.3474770076055111,-0.03128053024697025,68,-0.032873188882422466,0.2735198818733609,-0.01232305757804605,False,"Good normal: False, Bad normal: False",0.026959972572437364,-0.0189574726689242
Phase_Lag,correlation,Mann-Whitney U,0.3299340442114871,0.04256016628126278,ns,456,-1.888157894736842,29.35486915271156,-1.0,68,1.3235294117647058,32.82856472622884,2.5,False,"Good normal: False, Bad normal: False",-3.211687306501548,-3.5
Max_Cross_Correlation,correlation,Mann-Whitney U,0.2174522158509935,0.05387832435545611,ns,456,0.5118786580739938,0.16684694322760865,0.5015563090756214,68,0.48413231898842357,0.14166340186043425,0.470945559671611,False,"Good normal: False, Bad normal: True",0.027746339085570226,0.03061074940401043
SE_Band_Power,power,Mann-Whitney U,0.00021993596752344324,0.16141434215951633,***,456,0.7031899663128593,0.08241572940924989,0.713864399926619,68,0.6361750083861769,0.17100421018683257,0.659968899375941,False,"Good normal: False, Bad normal: False",0.06701495792668244,0.05389550055067793
rSO2_Band_Power,power,Mann-Whitney U,0.07199086253533293,0.07859736354020368,ns,456,0.7003225477668635,0.08262076863070059,0.709427503283409,68,0.6467998433574116,0.17511179393272977,0.693213922278953,False,"Good normal: False, Bad normal: False",0.05352270440945195,0.016213581004456024
MAP_Band_Power,power,Mann-Whitney U,0.08602463683236253,0.07499662533936399,ns,456,0.698068966974138,0.0737247269250657,0.7037502683316625,68,0.6521566152930063,0.18089816281919482,0.671306978316666,False,"Good normal: False, Bad normal: False",0.045912351681131724,0.03244329001499657
rSO2_contra_Band_Power,power,Mann-Whitney U,0.002594021321160927,0.1320916310725815,**,452,0.7008022607682266,0.07811503168209394,0.707035757754786,68,0.640377534338976,0.1670502908541322,0.688583018339073,False,"Good normal: False, Bad normal: False",0.060424726429250564,0.018452739415713015
SE_metabolic_regularity,biomarker,Mann-Whitney U,0.2431605930411972,0.0879752263622411,ns,152,0.9349162190164076,0.05718672187126762,0.943396226415094,24,0.9252031952483465,0.05329747824536692,0.934579439252336,False,"Good normal: False, Bad normal: False",0.009713023768061158,0.008816787162758022
SE_endothelial_dysfunction_risk,biomarker,Mann-Whitney U,0.6803574836590898,0.031053811162219357,ns,152,0.02631578947368421,0.16060186555342426,0.0,24,0.041666666666666664,0.20412414523193154,0.0,False,"Good normal: False, Bad normal: False",-0.015350877192982455,0.0
SE_no_mediated_capacity,biomarker,t-test,,0.0,ns,152,1.0,0.0,1.0,24,1.0,0.0,1.0,True,"Good normal: True, Bad normal: True",0.0,0.0
rSO2_metabolic_regularity,biomarker,Mann-Whitney U,0.445931860652909,0.057454096450707884,ns,152,0.9081408093484508,0.056576452670911895,0.909090909090909,24,0.896400581671921,0.06754388222727906,0.87719298245614,False,"Good normal: False, Bad normal: False",0.011740227676529713,0.03189792663476898
rSO2_endothelial_dysfunction_risk,biomarker,t-test,,0.0,ns,152,0.0,0.0,0.0,24,0.0,0.0,0.0,True,"Good normal: True, Bad normal: True",0.0,0.0
rSO2_no_mediated_capacity,biomarker,t-test,,0.0,ns,152,1.0,0.0,1.0,24,1.0,0.0,1.0,True,"Good normal: True, Bad normal: True",0.0,0.0
SE_sympathetic_activity,biomarker,Mann-Whitney U,0.624134997484181,0.03693502268012668,ns,152,0.8673750999816585,0.08337569077373437,0.8525975504199055,24,0.8637840297729005,0.09210304887672893,0.8531179728628284,False,"Good normal: False, Bad normal: False",0.0035910702087580404,-0.0005204224429229409
SE_baroreflex_sensitivity,biomarker,Mann-Whitney U,0.6124770473355771,0.03818195027503271,ns,152,0.9912956707727019,0.009816520077427188,0.9940694107685475,24,0.9800191043123091,0.02997499925757196,0.989244491384728,False,"Good normal: False, Bad normal: False",0.011276566460392767,0.004824919383819459
